Computer_Idn,Manufacturer,Chipset,NumSlots,FRUGrpIndex,OPGrpIndex,MaxCPU,ProductName,MBVersion,SerialNum,BusSpeed,PCISlots,PCISlotsAvail
1478,Intel Corporation,NULL,NULL,NULL,NULL,2400,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
1479,Intel Corporation,NULL,NULL,NULL,NULL,2400,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
1482,Intel Corporation,NULL,NULL,NULL,NULL,2400,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
1487,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,2216,KBC Version 96.5B,PEVMN00WB9GCPQ,1600,1,1
1490,HP,NULL,NULL,NULL,NULL,2808,8079,KBC Version 85.77,PEJHA00WB344BY,2133,1,1
1494,LENOVO,NULL,NULL,NULL,NULL,2601,24384BU,Win8 Pro DPK TPG,1ZSF533727D,1600,0,0
1507,Hewlett-Packard,NULL,NULL,NULL,NULL,2701,213E,KBC Version 24.2E,PEAEE3AWR8R06C,1600,1,1
1516,Microsoft Corporation,NULL,NULL,NULL,NULL,2808,Surface Book,NULL,A84593311455626A,1867,0,0
1521,LENOVO,NULL,NULL,NULL,NULL,3000,LENOVO,0B98401 PRO,NULL,1066,1,1
1537,LENOVO,NULL,NULL,NULL,NULL,2808,20FB005WUS,SDK0J40705 WIN,W1KS66K1329,1867,0,0
1540,Hewlett-Packard,NULL,NULL,NULL,NULL,2401,2216,KBC Version 96.5B,PEVEB00WB9H09L,1600,1,1
1542,Intel Corporation,NULL,NULL,NULL,NULL,2594,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
1546,LENOVO,NULL,NULL,NULL,NULL,2808,20FB005WUS,SDK0J40705 WIN,W1KS63P10EY,1867,0,0
1548,LENOVO,NULL,NULL,NULL,NULL,2808,20ENS0JY00,SDK0J40697 WIN,L1HF685004D,2133,0,0
1549,LENOVO,NULL,NULL,NULL,NULL,2808,20ENS0JY00,SDK0J40697 WIN,L1HF685005H,2133,0,0
1550,LENOVO,NULL,NULL,NULL,NULL,2808,20ENS0JY00,SDK0J40697 WIN,L1HF6850026,2133,0,0
1553,LENOVO,NULL,NULL,NULL,NULL,2808,20ENS0JY00,SDK0J40697 WIN,L1HF685001D,2133,0,0
1555,LENOVO,NULL,NULL,NULL,NULL,2808,20ENS0JY00,SDK0J40697 WIN,L1HF68500ET,2133,0,0
1559,LENOVO,NULL,NULL,NULL,NULL,2808,20ENS0JY00,SDK0J40697 WIN,L1HF68501PE,2133,0,0
1567,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,2216,KBC Version 96.54,PEVDQ00WB8Z05T,1600,1,1
1594,LENOVO,NULL,NULL,NULL,NULL,2808,20ENS0JY00,SDK0J40697 WIN,L1HF6850054,2133,0,0
1609,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,2216,KBC Version 96.56,PEVMN00WB9F1K9,1600,1,1
1610,HP,NULL,NULL,NULL,NULL,2400,8079,KBC Version 85.61,PBLVD00WB333L4,2133,1,1
1612,HP,NULL,NULL,NULL,NULL,2592,80D5,KBC Version 10.62,PFTDKI2NM310SF,2133,1,1
1616,LENOVO,NULL,NULL,NULL,NULL,2701,20A7002QUS,SDK0E50510 WIN,W1KS48V114H,1600,0,0
1631,Wistron Corporation,NULL,NULL,NULL,NULL,2394,ProLiant ML110 G6,NULL,0123456789,1332,1,0
1639,Hewlett-Packard,NULL,NULL,NULL,NULL,2201,225A,KBC Version 96.54,PEVDF00WB8Y2HB,1600,1,1
1640,LENOVO,NULL,NULL,NULL,NULL,3193,Lenovo,NULL,NULL,1066,1,1
1644,LENOVO,NULL,NULL,NULL,NULL,2801,20EF000MUS,SDK0E50510 WIN,W1KS58C10A5,1600,0,0
1648,Hewlett-Packard,NULL,NULL,NULL,NULL,2128,0AECh,D,2UA10916RD,1333,1,1
1658,LENOVO,NULL,NULL,NULL,NULL,2808,20FB005WUS,SDK0J40705 WIN,W1KS66K12JX,1867,0,0
1669,Hewlett-Packard,NULL,NULL,NULL,NULL,2601,2216,KBC Version 96.5B,PEVEC00WB9D062,1600,1,1
1677,HP,NULL,NULL,NULL,NULL,2808,80D4,KBC Version 11.73,PFPLHF2MY9YNYT,2133,1,1
1699,Hewlett-Packard,NULL,NULL,NULL,NULL,2494,2253,KBC Version 03.10,PENNRK21U9C7L3,1600,1,1
1700,LENOVO,NULL,NULL,NULL,NULL,3201,243858U,Not Defined,1ZSF634L1PJ,1600,0,0
1702,HP,NULL,NULL,NULL,NULL,2592,8079,KBC Version 85.77,PFKZV00WB490AG,2133,1,1
1706,Dell Inc.,NULL,NULL,NULL,NULL,3504,08K0X7,A00,/7YL9RD2/CN7220067A02L1/,2133,0,0
1707,Intel Corporation,NULL,NULL,NULL,NULL,3401,DP67DE,AAG10217-303,BTDE1450003Y,1333,1,0
1718,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
1723,LENOVO,NULL,NULL,NULL,NULL,2301,346082G,Win8 Pro DPK TPG,1ZSG33251E7,1333,0,0
1727,Hewlett-Packard,NULL,NULL,NULL,NULL,2101,2129,1.01,NULL,2400,0,0
1739,Hewlett-Packard,NULL,NULL,NULL,NULL,2501,2253,KBC Version 03.10,PENNRK21U9C84W,1600,1,1
1751,HP,NULL,NULL,NULL,NULL,2400,8079,KBC Version 85.6F,PFKZT00WB511JN,2133,1,1
1755,Intel Corporation,NULL,NULL,NULL,NULL,2200,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
1757,HP,NULL,NULL,NULL,NULL,2400,8079,KBC Version 85.6F,PFKZT00WB511M8,2133,1,1
1759,HP,NULL,NULL,NULL,NULL,2400,8079,KBC Version 85.74,PFKZT00WB5768Y,2133,1,1
1760,HP,NULL,NULL,NULL,NULL,2400,8079,KBC Version 85.77,PFKZT00WB3429H,2133,1,1
1763,Intel Corporation,NULL,NULL,NULL,NULL,2400,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
1764,HP,NULL,NULL,NULL,NULL,2400,8079,KBC Version 85.6F,PFKZT00WB511CX,2133,1,1
1782,LENOVO,NULL,NULL,NULL,NULL,2712,20EN0016US,SDK0J40705 WIN,L1HF6AZ00E5,2133,0,0
1795,HP,NULL,NULL,NULL,NULL,2496,80FA,KBC Version 01.72,PFUFP048J471TQ,2133,1,1
1800,Dell Inc.,NULL,NULL,NULL,NULL,3408,0T7D40,A01,/65RLMF2/CN7220068H03HA/,1600,0,0
1801,LENOVO,NULL,NULL,NULL,NULL,2808,20FAS1U204,0B98417 WIN,L1HF67K040V,2133,0,0
1809,LENOVO,NULL,NULL,NULL,NULL,2712,20EN001AUS,SDK0J40705 WIN,L1HF69L013X,2133,0,0
1822,Microsoft Corporation,NULL,NULL,NULL,NULL,2808,Surface Book,NULL,A84593010675633A,1867,0,0
1824,Intel Corporation,NULL,NULL,NULL,NULL,2400,440BX Desktop Reference Platform,NULL,NULL,NULL,4,2
1826,HP,NULL,NULL,NULL,NULL,2400,8079,KBC Version 85.77,PFKZT00WB5276X,2133,1,1
1836,HP,NULL,NULL,NULL,NULL,2400,8079,KBC Version 85.74,PFKZT00WB526DK,2133,1,1
1837,HP,NULL,NULL,NULL,NULL,2400,8079,KBC Version 85.74,PFKZT00WB526E1,2133,1,1
1846,LENOVO,NULL,NULL,NULL,NULL,2808,20FB005WUS,SDK0J40705 WIN,W1KS68Z11VP,1867,0,0
1848,LENOVO,NULL,NULL,NULL,NULL,2496,20FAS1P302,SDK0J40675 WIN,L1HF6BG00XV,2133,0,0
1860,LENOVO,NULL,NULL,NULL,NULL,2712,20ENS0R500,SDK0J40697 WIN,L1HF6B200P2,2133,0,0
1861,LENOVO,NULL,NULL,NULL,NULL,2808,20FB005WUS,SDK0J40705 WIN,W1KS68Z116S,1867,0,0
1875,LENOVO,NULL,NULL,NULL,NULL,2400,20F9CTO1WW,SDK0J40697 WIN,L1HF6C9040G,2133,0,0
1891,LENOVO,NULL,NULL,NULL,NULL,2808,20FB005WUS,SDK0J40705 WIN,W1KS63F111M,1867,0,0
1894,LENOVO,NULL,NULL,NULL,NULL,2400,20F6005HUS,SDK0J40705 WIN,L1HF68K01Z6,2133,0,0
1898,LENOVO,NULL,NULL,NULL,NULL,2808,20ENS0D000,SDK0J40697 WIN,L1HF69E00ZT,2133,0,0
1910,Microsoft Corporation,NULL,NULL,NULL,NULL,2301,Surface Pro 3,1,050729551753,1600,0,0
1918,Hewlett-Packard,NULL,NULL,NULL,NULL,2701,198F,KBC Version 15.55,PDXVU00WB7U1P7,1600,1,1
1923,Hewlett-Packard,NULL,NULL,NULL,NULL,2601,22DA,KBC Version 92.17,PENEU00WB8N4SB,1600,1,1
1924,Microsoft Corporation,NULL,NULL,NULL,NULL,2808,Surface Book,NULL,A84592333736603A,1867,0,0
